contentid,title,class,area,sigungu,addr,tel,firstimage,firstimage2
143138,고려호텔,관광호텔,경기도,부천시,경기도 부천시 길주로 66,032-329-0001,http://tong.visitkorea.or.kr/cms/resource/78/1336578_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/78/1336578_image3_1.jpg
3044522,고려호텔,모텔,경상북도,안동시,경상북도 안동시 영가로 13 (동부동),010-2508-1171,http://tong.visitkorea.or.kr/cms/resource/98/3059598_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/98/3059598_image3_1.jpg
1832696,고망난돌민박,펜션,제주특별자치도,서귀포시,제주특별자치도 서귀포시 성산읍 일주동로 5464,0507-1401-1060,,
912101,고북밸리,펜션,경기도,양평군,경기도 양평군 단월면 윗고북길 1-4,010-5471-5704,http://tong.visitkorea.or.kr/cms/resource/33/1893333_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/33/1893333_image3_1.jpg
2681174,고선재,한옥,충청북도,청주시,충청북도 청주시 상당구 남일면 윗고분터길 33-15,043-298-0148,,
1990092,고성 최필간고택,한옥,경상남도,고성군,경상남도 고성군 하일면 학동돌담길 55,010-3824-4274,http://tong.visitkorea.or.kr/cms/resource/12/2574712_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/12/2574712_image3_1.jpg
2597551,고성이씨 탑동종택,한옥,경상북도,안동시,경상북도 안동시 임청각길 103,,,
2818337,고양국제청소년문화센터 유스센터,유스호스텔,경기도,고양시,경기도 고양시 일산동구 애니골길 97 고양국제청소년문화센터,,http://tong.visitkorea.or.kr/cms/resource/11/2818311_image2_1.JPG,http://tong.visitkorea.or.kr/cms/resource/11/2818311_image2_1.JPG
2950469,고운,한옥,서울특별시,종로구,서울특별시 종로구 북촌로12길 35-1,0504-0904-2464,http://tong.visitkorea.or.kr/cms/resource/08/2948908_image2_1.JPG,http://tong.visitkorea.or.kr/cms/resource/08/2948908_image3_1.JPG
2651962,고유,게스트하우스,전북특별자치도,전주시,전북특별자치도 전주시 완산구 향교길 51-5,"063-284-2588, 010-3682-5333",http://tong.visitkorea.or.kr/cms/resource/97/2651897_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/97/2651897_image2_1.jpg
2814167,고유한관광농원펜션,펜션,전라남도,고흥군,전라남도 고흥군 연강예회길 299-8,010-2615-1003,http://tong.visitkorea.or.kr/cms/resource/77/2813477_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/77/2813477_image2_1.jpg
2604533,고집불통송가네,한옥,전라남도,해남군,전라남도 해남군 북평면 동해길 108-23,010-5024-5402,,
137499,고창 선운산 유스호스텔,유스호스텔,전북특별자치도,고창군,전북특별자치도 고창군 아산면 선운사로 158-36,063-561-3333<br />063-561-3445<br />063-561-3446,http://tong.visitkorea.or.kr/cms/resource/92/1976292_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/92/1976292_image3_1.jpg
2049790,고창읍성한옥마을,한옥,전북특별자치도,고창군,전북특별자치도 고창군 동리로 128 한옥체험펜션,063-563-9977,http://tong.visitkorea.or.kr/cms/resource/38/2632438_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/38/2632438_image3_1.jpg
1991058,고창처녀농부 민박,펜션,전북특별자치도,고창군,전북특별자치도 고창군 해리면 월봉성산길 100,0507-1403-7684,http://tong.visitkorea.or.kr/cms/resource/53/1991053_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/53/1991053_image2_1.jpg
1204528,고추잠자리,모텔,인천광역시,부평구,인천광역시 부평구 동암광장로4번길 12,032-421-0381,http://tong.visitkorea.or.kr/cms/resource/36/1213836_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/36/1213836_image3_1.jpg
1991992,고택 한옥에서,한옥,전라남도,담양군,전라남도 담양군 창평면 돌담길 88-9,010-3606-1283,http://tong.visitkorea.or.kr/cms/resource/47/2917547_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/47/2917547_image3_1.jpg
2604391,고택한옥에서,한옥,전라남도,담양군,전라남도 담양군 창평면 돌담길 88-9,061-382-3832,,
2759775,고향의 봄,한옥,강원특별자치도,홍천군,강원특별자치도 홍천군 서면 한치골길 984,,,
2456072,고향의봄,펜션,강원특별자치도,홍천군,강원특별자치도 홍천군 서면 한치골길 984,"010-7329-0333, 033-436-5577",,
3102105,고현,한옥,강원특별자치도,강릉시,강원특별자치도 강릉시 명주로55번길 11 (홍제동),0507-1331-7469,,
2572898,고현당,한옥,전북특별자치도,전주시,전북특별자치도 전주시 완산구 한지길 112-3,010-5332-3673,http://tong.visitkorea.or.kr/cms/resource/42/2571842_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/42/2571842_image2_1.jpg
777162,고흐와 해바라기,펜션,강원특별자치도,홍천군,강원특별자치도 홍천군 서면 팔봉강변길 235,,http://tong.visitkorea.or.kr/cms/resource/70/1854070_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/70/1854070_image3_1.jpg
2650770,곡성강빛마을펜션,펜션,전라남도,곡성군,전라남도 곡성군 죽곡면 강빛마을길 10,061-362-3800,http://tong.visitkorea.or.kr/cms/resource/69/2650769_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/69/2650769_image2_1.jpg
2607706,곡전재,한옥,전라남도,구례군,전라남도 구례군 토지면 곡전재길 15-2,010-5625-8444,,
649743,곤지암리조트 콘도미니엄,관광단지,경기도,광주시,경기도 광주시 도척면 도척윗로 278,1661-8787,http://tong.visitkorea.or.kr/cms/resource/74/1958574_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/74/1958574_image3_1.jpg
3044523,골드브라운호텔,모텔,광주광역시,동구,광주광역시 동구 백서로125번길 32-5 (금동),062-233-3200,http://tong.visitkorea.or.kr/cms/resource/82/3054482_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/82/3054482_image3_1.jpg
3076375,골드원호텔&스위트,관광호텔,제주특별자치도,서귀포시,제주특별자치도 서귀포시 이어도로 1032 (서호동),,,
3049916,골드코스트호텔 인천,모텔,인천광역시,남동구,인천광역시 남동구 논현로26번길 46 (논현동),032-439-5800,http://tong.visitkorea.or.kr/cms/resource/93/3058893_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/93/3058893_image3_1.jpg
2705360,골드펫리조트,관광단지,경기도,용인시,경기도 용인시 기흥구 기흥단지로 406,,http://tong.visitkorea.or.kr/cms/resource/41/2705341_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/41/2705341_image2_1.jpg
3081264,골든리버호텔,관광호텔,경기도,광명시,경기도 광명시 소하로92번길 6-9 (소하동),,http://tong.visitkorea.or.kr/cms/resource/58/3081258_image2_1.JPG,http://tong.visitkorea.or.kr/cms/resource/58/3081258_image3_1.JPG
3081232,골든비즈니스호텔,관광호텔,경상남도,진주시,경상남도 진주시 충무공동,,http://tong.visitkorea.or.kr/cms/resource/30/3081230_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/30/3081230_image3_1.jpg
3080065,골든서울호텔,관광호텔,서울특별시,강서구,서울특별시 강서구 공항대로 663 (염창동),,,
1275155,골든코스트,펜션,충청남도,태안군,충청남도 태안군 근흥면 근흥로 867,041-673-4884,,
2664597,골든튤립 호텔 남강,관광호텔,경상남도,진주시,경상남도 진주시 남강로673번길 16 골든튤립에센셜 남강,,http://tong.visitkorea.or.kr/cms/resource/69/2813169_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/69/2813169_image2_1.jpg
3079710,골든튤립에버 용인호텔,관광호텔,경기도,용인시,경기도 용인시 처인구 포곡읍 전대로78번길 19-2,,,
2782945,골든튤립인천에어포트호텔,관광호텔,인천광역시,중구,인천광역시 중구 흰바위로59번길 8,,,
1624188,골든파크 호텔,모텔,전라남도,여수시,전라남도 여수시 오동도로 75,"061-665-1400,1403",http://tong.visitkorea.or.kr/cms/resource/69/1926269_image2_1.JPG,http://tong.visitkorea.or.kr/cms/resource/69/1926269_image2_1.JPG
3080089,골든호텔,모텔,서울특별시,강서구,서울특별시 강서구 마곡중앙6로 89 (마곡동),,,
628690,곰펜션,펜션,강원특별자치도,홍천군,강원특별자치도 홍천군 서면 팔봉산로 1047-4,033-435-8588,http://tong.visitkorea.or.kr/cms/resource/81/1853081_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/81/1853081_image3_1.jpg
2623597,공감호스텔 동성로,게스트하우스,대구광역시,중구,대구광역시 중구 동성로12길 9,010-4592-5644,,
2579485,공룡모텔,모텔,경상남도,고성군,경상남도 고성군 거류면 거류로 142,055-672-9758,,
2579512,공룡펜션,펜션,경상남도,고성군,경상남도 고성군 하이면 자란만로 719-4,010-8730-7979,,
3068031,공방스테이커피,펜션,강원특별자치도,고성군,강원특별자치도 고성군 죽왕면 삼포민박촌길 8-15,,http://tong.visitkorea.or.kr/cms/resource/30/3068030_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/30/3068030_image3_1.jpg
3101968,공유한옥,한옥,전북특별자치도,완주군,전북특별자치도 완주군 경천면 요동길 41,0507-1362-8560,,
2696271,공주공산성게스트 하우스,한옥,충청남도,공주시,충청남도 공주시 백미고을길 5-4,,,
3076499,공주잉크관광호텔,관광호텔,충청남도,공주시,충청남도 공주시 신관동,,,
2854631,공주하숙마을,펜션,충청남도,공주시,충청남도 공주시 당간지주길 21,,,
1867806,공주한옥마을,한옥,충청남도,공주시,충청남도 공주시 관광단지길 12,041-881-2828,http://tong.visitkorea.or.kr/cms/resource/64/2580364_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/64/2580364_image3_1.jpg
2622230,관광 꿈꾸는숲 펜션,펜션,경기도,포천시,경기도 포천시 소흘읍 죽엽산로 490,010-7204-7604,,
2569016,관광펜션 시실리,펜션,강원특별자치도,평창군,강원특별자치도 평창군 진부면 탑동길 195-8,010-4364-2655,http://tong.visitkorea.or.kr/cms/resource/03/2566903_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/03/2566903_image2_1.jpg
2486105,관음사가는길펜션,펜션,제주특별자치도,제주시,제주특별자치도 제주시 산록북로 819,064-724-9931,http://tong.visitkorea.or.kr/cms/resource/96/2486096_image2_1.JPG,http://tong.visitkorea.or.kr/cms/resource/96/2486096_image2_1.JPG
137324,광림모텔,모텔,강원특별자치도,속초시,강원특별자치도 속초시 청대로 2,033-636-0096,http://tong.visitkorea.or.kr/cms/resource/85/709585_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/85/709585_image3_1.jpg
3081237,광명JS부티크호텔,관광호텔,경기도,광명시,경기도 광명시 오리로854번길 16-18 (철산동),,http://tong.visitkorea.or.kr/cms/resource/35/3081235_image2_1.JPG,http://tong.visitkorea.or.kr/cms/resource/35/3081235_image3_1.JPG
2940391,광이멀스테이,펜션,제주특별자치도,제주시,제주특별자치도 제주시 월각로 151,,,
142874,광장호텔,관광호텔,부산광역시,동구,부산광역시 동구 중앙대로214번길 7,051-464-3141,http://tong.visitkorea.or.kr/cms/resource/88/1346188_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/88/1346188_image3_1.jpg
2701047,광주 아우라 비즈니스 호텔 ,관광호텔,광주광역시,광산구,광주광역시 광산구 송정로1번길 28,062-942-0060,http://tong.visitkorea.or.kr/cms/resource/66/2698566_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/66/2698566_image3_1.jpg
2664551,광주 아우라호텔,관광호텔,광주광역시,광산구,광주광역시 광산구 송정로1번길 28,062-942-0060,,
2017498,광주헤이파티 ,게스트하우스,광주광역시,북구,광주광역시 북구 경양로165번길 23,062-528-0012,http://tong.visitkorea.or.kr/cms/resource/52/2017452_image2_1.JPG,http://tong.visitkorea.or.kr/cms/resource/52/2017452_image2_1.JPG
2528117,교대게스트하우스,게스트하우스,서울특별시,서초구,서울특별시 서초구 사임당로17길 116 서초삼성래미안아파트,010-7390-5901,http://tong.visitkorea.or.kr/cms/resource/81/2529081_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/81/2529081_image3_1.jpg
2049706,교동가온,한옥,전북특별자치도,전주시,전북특별자치도 전주시 완산구 은행로 73-1,063-231-2355,http://tong.visitkorea.or.kr/cms/resource/75/2049675_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/75/2049675_image2_1.jpg
2531374,교동살래,한옥,전북특별자치도,전주시,전북특별자치도 전주시 완산구 전주천동로 66-1,010-9043-6743,http://tong.visitkorea.or.kr/cms/resource/29/2999029_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/29/2999029_image3_1.jpg
2629550,교동외갓집,한옥,전북특별자치도,전주시,전북특별자치도 전주시 완산구 향교길 85-14,010-6631-2624,,
3101952,구공스테이 태화,한옥,경상북도,안동시,경상북도 안동시 어가골아랫1길 16-1 (태화동),010-9403-0265,,
2555815,구례 자연드림파크 휴펜션,모텔,전라남도,구례군,전라남도 구례군 용방면 용산로 107-66,061-783-2200,http://tong.visitkorea.or.kr/cms/resource/04/2555804_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/04/2555804_image2_1.jpg
3049856,구룡포 까르페 모텔,모텔,경상북도,포항시,경상북도 포항시 남구 구룡포읍 호미로 249-10,010-5522-7440,http://tong.visitkorea.or.kr/cms/resource/82/3059282_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/82/3059282_image3_1.jpg
1851928,구름속의 산책 키즈풀빌라,펜션,강원특별자치도,홍천군,강원특별자치도 홍천군 서면 팔봉산로 10,010-8481-6483,http://tong.visitkorea.or.kr/cms/resource/36/1842436_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/36/1842436_image3_1.jpg
2760292,구름아래펜션,펜션,강원특별자치도,평창군,강원특별자치도 평창군 봉평면 안흥동길 6-20,,http://tong.visitkorea.or.kr/cms/resource/50/2764550_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/50/2764550_image2_1.jpg
2544095,구름에 ,한옥,경상북도,안동시,경상북도 안동시 민속촌길 190,054-823-9001,http://tong.visitkorea.or.kr/cms/resource/59/2581159_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/59/2581159_image3_1.jpg
902648,구름에달가듯이,펜션,경기도,양평군,경기도 양평군 강상면 독배길 34,031-774-3020,http://tong.visitkorea.or.kr/cms/resource/26/1869226_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/26/1869226_image3_1.jpg
397834,구름위의산책,모텔,경상남도,고성군,경상남도 고성군 상리면 삼상로 1312-35,055-673-9111,http://tong.visitkorea.or.kr/cms/resource/62/1150162_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/62/1150162_image3_1.jpg
2761805,구름위의테라스,펜션,강원특별자치도,평창군,강원특별자치도 평창군 대관령면 경강로 5413,,http://tong.visitkorea.or.kr/cms/resource/79/2800879_image2_1.JPG,http://tong.visitkorea.or.kr/cms/resource/79/2800879_image2_1.JPG
2668091,구림전통한옥민박,한옥,전라남도,영암군,전라남도 영암군 군서면 죽정서원길 5-42,,,
143052,구미센츄리호텔,관광호텔,경상북도,구미시,경상북도 구미시 3공단1로 296,054-478-0100,,
2571954,구쁘다 아띠야,게스트하우스,전북특별자치도,전주시,전북특별자치도 전주시 완산구 천경로 27-1,010-4705-0669,http://tong.visitkorea.or.kr/cms/resource/86/2571086_image2_1.jpeg,http://tong.visitkorea.or.kr/cms/resource/86/2571086_image2_1.jpeg
2539567,구월호텔,관광호텔,인천광역시,남동구,인천광역시 남동구 선수촌공원로23번길 1,032-465-9229,http://tong.visitkorea.or.kr/cms/resource/57/2539557_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/57/2539557_image2_1.jpg
2531281,구토란펜션,펜션,경상북도,경주시,경상북도 경주시 귀계길 17-25,010-3520-9576,http://tong.visitkorea.or.kr/cms/resource/14/2998914_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/14/2998914_image3_1.jpg
3083643,국군대천콘도,콘도미니엄,충청남도,보령시,충청남도 보령시 갓바위1길 10-30 (신흑동),,http://tong.visitkorea.or.kr/cms/resource/36/3083636_image2_1.JPG,http://tong.visitkorea.or.kr/cms/resource/36/3083636_image3_1.JPG
2865172,국립남해편백자연휴양림,펜션,경상남도,남해군,경상남도 남해군 금암로 658 남해편백자연휴양림,,http://tong.visitkorea.or.kr/cms/resource/12/1991512_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/12/1991512_image3_1.jpg
1884337,국제청소년센터 유스호스텔,유스호스텔,서울특별시,강서구,서울특별시 강서구 금낭화로 234,02-2667-0535<br />02-2667-0157,,
